-1 	0 	
0 	-0.950126 	
0.4 	1.52593 	
0.8 	-2.11584 	
1.2 	1.01716 	
1.6 	0.49648 	
2 	-1.97683 	
2.4 	1.80523 	
2.8 	-0.593032 	
3.2 	-1.13407 	
3.6 	2.09373 	
4 	-1.46551 	
4.4 	0.0573073 	
4.8 	1.68632 	
5.2 	-1.95224 	
5.6 	1.50551 	


-1 	0.1 	
0 	2.13218 	
0.4 	-2.29771 	
0.8 	2.11839 	
1.2 	-1.26639 	
1.6 	-0.723916 	
2 	1.93278 	
2.4 	-2.05747 	
2.8 	0.567733 	
3.2 	1.22145 	
3.6 	-2.14817 	
4 	1.71077 	
4.4 	0.123677 	
4.8 	-1.60591 	
5.2 	2.48295 	
5.6 	-2.19035 	


-1 	0.2 	
0 	-3.33809 	
0.4 	3.23103 	
0.8 	-2.75716 	
1.2 	1.18814 	
1.6 	0.59747 	
2 	-2.22156 	
2.4 	2.07719 	
2.8 	-0.664446 	
3.2 	-1.29314 	
3.6 	2.36968 	
4 	-1.693 	
4.4 	0.0346193 	
4.8 	2.03062 	
5.2 	-2.9934 	
5.6 	3.43204 	


-1 	0.3 	
0 	4.99894 	
0.4 	-4.61729 	
0.8 	3.45127 	
1.2 	-1.64684 	
1.6 	-0.795254 	
2 	2.22705 	
2.4 	-2.32305 	
2.8 	0.656143 	
3.2 	1.38906 	
3.6 	-2.45876 	
4 	1.92594 	
4.4 	0.202357 	
4.8 	-2.3569 	
5.2 	4.16252 	
5.6 	-4.81519 	


-1 	0.4 	
0 	-7.14503 	
0.4 	6.43571 	
0.8 	-4.7779 	
1.2 	2.07172 	
1.6 	0.561444 	
2 	-2.5057 	
2.4 	2.38276 	
2.8 	-0.747782 	
3.2 	-1.4739 	
3.6 	2.68656 	
4 	-1.89173 	
4.4 	-0.319937 	
4.8 	3.31727 	
5.2 	-5.52318 	
5.6 	6.92971 	


-1 	0.5 	
0 	10.1396 	
0.4 	-9.06076 	
0.8 	6.51162 	
1.2 	-3.15321 	
1.6 	-0.411599 	
2 	2.46655 	
2.4 	-2.62912 	
2.8 	0.754983 	
3.2 	1.58021 	
3.6 	-2.77516 	
4 	1.95207 	
4.4 	0.970943 	
4.8 	-4.48127 	
5.2 	7.78516 	
5.6 	-9.65006 	


-1 	0.6 	
0 	-14.2292 	
0.4 	12.6722 	
0.8 	-9.26164 	
1.2 	4.60082 	
1.6 	-0.326264 	
2 	-2.51709 	
2.4 	2.67074 	
2.8 	-0.844312 	
3.2 	-1.65766 	
3.6 	2.90147 	
4 	-1.61566 	
4.4 	-1.82348 	
4.8 	6.59288 	
5.2 	-10.7784 	
5.6 	13.6155 	


-1 	0.7 	
0 	19.9871 	
0.4 	-17.8498 	
0.8 	13.1111 	
1.2 	-7.14264 	
1.6 	1.3839 	
2 	2.09457 	
2.4 	-2.76856 	
2.8 	0.84425 	
3.2 	1.70014 	
3.6 	-2.77119 	
4 	1.07766 	
4.4 	3.56664 	
4.8 	-9.52438 	
5.2 	15.3248 	
5.6 	-19.0336 	


-1 	0.8 	
0 	-28.0489 	
0.4 	25.1488 	
0.8 	-18.8981 	
1.2 	10.845 	
1.6 	-3.50102 	
2 	-1.38906 	
2.4 	2.5289 	
2.8 	-0.878824 	
3.2 	-1.62937 	
3.6 	2.42892 	
4 	0.227738 	
4.4 	-6.17086 	
4.8 	14.1883 	
5.2 	-21.6799 	
5.6 	26.8284 	


-1 	0.9 	
0 	39.498 	
0.4 	-35.6291 	
0.8 	27.2207 	
1.2 	-16.7107 	
1.6 	6.78523 	
2 	-0.26031 	
2.4 	-2.04965 	
2.8 	0.781911 	
3.2 	1.37615 	
3.6 	-1.48325 	
4 	-2.39565 	
4.4 	10.5527 	
4.8 	-20.9538 	
5.2 	31.0554 	
5.6 	-37.7876 	


-1 	1 	
0 	-55.7599 	
0.4 	50.6064 	
0.8 	-39.5175 	
1.2 	25.4313 	
1.6 	-12.3032 	
2 	3.02481 	
2.4 	0.838413 	
2.8 	-0.616413 	
3.2 	-0.782377 	
3.6 	-0.26637 	
4 	6.26733 	
4.4 	-17.2316 	
4.8 	31.2435 	
5.2 	-44.4773 	
5.6 	53.5428 	


-1 	1.1 	
0 	79.0332 	
0.4 	-72.2 	
0.8 	57.403 	
1.2 	-38.7458 	
1.6 	20.8609 	
2 	-7.92168 	
2.4 	1.29565 	
2.8 	0.189126 	
3.2 	-0.356145 	
3.6 	3.49469 	
4 	-12.5031 	
4.4 	27.7522 	
4.8 	-46.3789 	
5.2 	64.1107 	
5.6 	-76.0339 	


-1 	1.2 	
0 	-112.405 	
0.4 	103.323 	
0.8 	-83.6918 	
1.2 	58.6014 	
1.6 	-34.3824 	
2 	15.8283 	
2.4 	-5.15676 	
2.8 	0.539906 	
3.2 	2.39142 	
3.6 	-8.91068 	
4 	22.6551 	
4.4 	-43.7393 	
4.8 	69.0091 	
5.2 	-92.5357 	
5.6 	108.473 	


-1 	1.3 	
0 	160.474 	
0.4 	-148.391 	
0.8 	122.125 	
1.2 	-88.4467 	
1.6 	55.1141 	
2 	-28.669 	
2.4 	11.5193 	
2.8 	-1.86331 	
3.2 	-5.82959 	
3.6 	17.8817 	
4 	-38.57 	
4.4 	68.2249 	
4.8 	-102.424 	
5.2 	134.061 	
5.6 	-155.206 	


-1 	1.4 	
0 	-229.866 	
0.4 	213.722 	
0.8 	-178.555 	
1.2 	132.886 	
1.6 	-86.9759 	
2 	48.8131 	
2.4 	-21.9625 	
2.8 	4.02189 	
3.2 	11.4689 	
3.6 	-32.2202 	
4 	63.4591 	
4.4 	-105.178 	
4.8 	152.034 	
5.2 	-194.534 	
5.6 	222.885 	


-1 	1.5 	
0 	330.346 	
0.4 	-308.694 	
0.8 	261.269 	
1.2 	-199.178 	
1.6 	135.306 	
2 	-80.2898 	
2.4 	38.5125 	
2.8 	-7.56399 	
3.2 	-20.4911 	
3.6 	54.8851 	
4 	-101.738 	
4.4 	160.978 	
4.8 	-225.328 	
5.2 	282.958 	
5.6 	-320.972 	


-1 	1.6 	
0 	-476.128 	
0.4 	446.933 	
0.8 	-382.737 	
1.2 	297.654 	
1.6 	-208.494 	
2 	128.709 	
2.4 	-64.5367 	
2.8 	13.1544 	
3.2 	34.6985 	
3.6 	-90.1147 	
4 	160.349 	
4.4 	-244.661 	
4.8 	333.792 	
5.2 	-412.177 	
5.6 	463.558 	


-1 	1.7 	
0 	688.089 	
0.4 	-648.524 	
0.8 	561.051 	
1.2 	-443.933 	
1.6 	318.601 	
2 	-202.822 	
2.4 	104.799 	
2.8 	-21.9375 	
3.2 	-56.7748 	
3.6 	144.433 	
4 	-249.322 	
4.4 	370.003 	
4.8 	-493.972 	
5.2 	601.388 	
5.6 	-671.08 	


-1 	1.8 	
0 	-996.775 	
0.4 	942.844 	
0.8 	-823.048 	
1.2 	660.766 	
1.6 	-483.872 	
2 	315.33 	
2.4 	-166.674 	
2.8 	35.4994 	
3.2 	90.7536 	
3.6 	-227.419 	
4 	383.853 	
4.4 	-557.06 	
4.8 	730.613 	
5.2 	-878.504 	
5.6 	973.693 	


-1 	1.9 	
0 	1447.03 	
0.4 	-1373.1 	
0.8 	1208.02 	
1.2 	-982.017 	
1.6 	731.028 	
2 	-485.424 	
2.4 	260.937 	
2.8 	-56.3252 	
3.2 	-142.638 	
3.6 	353.484 	
4 	-586.262 	
4.4 	835.806 	
4.8 	-1079.88 	
5.2 	1284.82 	
5.6 	-1415.47 	


-1 	2 	
0 	-2104.62 	
0.4 	2002.68 	
0.8 	-1773.95 	
1.2 	1457.41 	
1.6 	-1099.91 	
2 	741.334 	
2.4 	-403.827 	
2.8 	88.0181 	
3.2 	221.384 	
3.6 	-543.934 	
4 	889.872 	
4.4 	-1250.29 	
4.8 	1595.36 	
5.2 	-1880.8 	
5.6 	2061.27 	


-1 	2.1 	
0 	3066.12 	
0.4 	-2924.78 	
0.8 	2606.04 	
1.2 	-2160.51 	
1.6 	1649.19 	
2 	-1125.17 	
2.4 	619.302 	
2.8 	-136.032 	
3.2 	-340.293 	
3.6 	830.518 	
4 	-1343.86 	
4.4 	1865.84 	
4.8 	-2355.77 	
5.2 	2755.6 	
5.6 	-3006.2 	


-1 	2.2 	
0 	-4473.39 	
0.4 	4276.3 	
0.8 	-3829.82 	
1.2 	3199.65 	
1.6 	-2465.85 	
2 	1699.1 	
2.4 	-943.075 	
2.8 	208.388 	
3.2 	519.128 	
3.6 	-1260.22 	
4 	2021.19 	
4.4 	-2778.73 	
4.8 	3477.34 	
5.2 	-4040.13 	
5.6 	4390.13 	


-1 	2.3 	
0 	6534.86 	
0.4 	-6258.58 	
0.8 	5629.92 	
1.2 	-4734.7 	
1.6 	3678.18 	
2 	-2555.35 	
2.4 	1427.95 	
2.8 	-317.064 	
3.2 	-787.18 	
3.6 	1902.75 	
4 	-3029.64 	
4.4 	4131.27 	
4.8 	-5131.13 	
5.2 	5927.2 	
5.6 	-6418.48 	


-1 	2.4 	
0 	-9556.88 	
0.4 	9167.64 	
0.8 	-8278.28 	
1.2 	7001.24 	
1.6 	-5475.83 	
2 	3830.17 	
2.4 	-2152.25 	
2.8 	479.747 	
3.2 	1187.85 	
3.6 	-2861.2 	
4 	4528.67 	
4.4 	-6133.3 	
4.8 	7569.32 	
5.2 	-8700.31 	
5.6 	9393.41 	


-1 	2.5 	
0 	13989.9 	
0.4 	-13438.9 	
0.8 	12175.1 	
1.2 	-10346.6 	
1.6 	8138.59 	
2 	-5725.09 	
2.4 	3231.76 	
2.8 	-722.684 	
3.2 	-1785.37 	
3.6 	4288.13 	
4 	-6753.73 	
4.4 	9094.57 	
4.8 	-11163.3 	
5.2 	12776.8 	
5.6 	-13759.1 	


-1 	2.6 	
0 	-20496.2 	
0.4 	19712.8 	
0.8 	-17909.7 	
1.2 	15282.7 	
1.6 	-12079.5 	
2 	8537.74 	
2.4 	-4837.8 	
2.8 	1084.66 	
3.2 	2674.75 	
3.6 	-6408.97 	
4 	10052.6 	
4.4 	-13471.8 	
4.8 	16460.4 	
5.2 	-18770.7 	
5.6 	20168.9 	


-1 	2.7 	
0 	30050.2 	
0.4 	-28931.9 	
0.8 	26349.7 	
1.2 	-22563.9 	
1.6 	17907.7 	
2 	-12707.7 	
2.4 	7223.45 	
2.8 	-1623.07 	
3.2 	-3996.38 	
3.6 	9556.85 	
4 	-14938.6 	
4.4 	19938.6 	
4.8 	-24266.7 	
5.2 	27586 	
5.6 	-29584.1 	


-1 	2.8 	
0 	-44085 	
0.4 	42482.9 	
0.8 	-38772.3 	
1.2 	33301.8 	
1.6 	-26521.7 	
2 	18883.9 	
2.4 	-10762.6 	
2.8 	2422.69 	
3.2 	5957.7 	
3.6 	-14223.6 	
4 	22169.3 	
4.4 	-29488 	
4.8 	35769.6 	
5.2 	-40553.2 	
5.6 	43418.6 	


-1 	2.9 	
0 	64709.7 	
0.4 	-62406.6 	
0.8 	57058.5 	
1.2 	-49134.2 	
1.6 	39246.5 	
2 	-28023.7 	
2.4 	16007.3 	
2.8 	-3608.74 	
3.2 	-8865 	
3.6 	21135.3 	
4 	-32862.1 	
4.4 	43583.8 	
4.8 	-52718.1 	
5.2 	59630.9 	
5.6 	-63753.6 	


-1 	3 	
0 	-95027.5 	
0.4 	91706.8 	
0.8 	-83977.6 	
1.2 	72474.2 	
1.6 	-58035.3 	
2 	41539.5 	
2.4 	-23772.1 	
2.8 	5366.09 	
3.2 	13170.3 	
3.6 	-31363.2 	
4 	48665 	
4.4 	-64383.6 	
4.8 	77688.7 	
5.2 	-87702.6 	
5.6 	93651.3 	


-1 	3.1 	
0 	139606 	
0.4 	-134805 	
0.8 	123607 	
1.2 	-106877 	
1.6 	85767.4 	
2 	-61514.5 	
2.4 	35259 	
2.8 	-7967.6 	
3.2 	-19540.8 	
3.6 	46487.9 	
4 	-72008 	
4.4 	95067 	
4.8 	-114476 	
5.2 	129013 	
5.6 	-137619 	


-1 	3.2 	
0 	-205166 	
0.4 	198209 	
0.8 	-181953 	
1.2 	157578 	
1.6 	-126686 	
2 	91020.1 	
2.4 	-52241 	
2.8 	11815.8 	
3.2 	28960.4 	
3.6 	-68840 	
4 	106474 	
4.4 	-140319 	
4.8 	168669 	
5.2 	-189813 	
5.6 	202292 	


-1 	3.3 	
0 	301605 	
0.4 	-291502 	
0.8 	267856 	
1.2 	-232294 	
1.6 	187046 	
2 	-134585 	
2.4 	77332.7 	
2.8 	-17504.4 	
3.2 	-42880.2 	
3.6 	101856 	
4 	-157343 	
4.4 	207044 	
4.8 	-248500 	
5.2 	279304 	
5.6 	-297435 	


-1 	3.4 	
0 	-443487 	
0.4 	428788 	
0.8 	-394336 	
1.2 	342387 	
1.6 	-276061 	
2 	198883 	
2.4 	-114389 	
2.8 	25908.9 	
3.2 	63440 	
3.6 	-150604 	
4 	232399 	
4.4 	-305413 	
4.8 	366092 	
5.2 	-411035 	
5.6 	437426 	


-1 	3.5 	
0 	652256 	
0.4 	-630836 	
0.8 	580568 	
1.2 	-504595 	
1.6 	407309 	
2 	-293751 	
2.4 	169092 	
2.8 	-38320.2 	
3.2 	-93794.2 	
3.6 	222550 	
4 	-343110 	
4.4 	450410 	
4.8 	-539303 	
5.2 	604958 	
5.6 	-643433 	


-1 	3.6 	
0 	-959482 	
0.4 	928224 	
0.8 	-854787 	
1.2 	743572 	
1.6 	-600794 	
2 	433688 	
2.4 	-249818 	
2.8 	56641.1 	
3.2 	138592 	
3.6 	-328703 	
4 	506377 	
4.4 	-664110 	
4.8 	794431 	
5.2 	-890449 	
5.6 	946617 	


-1 	3.7 	
0 	1.41165e+06 	
0.4 	-1.36597e+06 	
0.8 	1.25857e+06 	
1.2 	-1.09563e+06 	
1.6 	885986 	
2 	-640054 	
2.4 	368910 	
2.8 	-83676.3 	
3.2 	-204686 	
3.6 	485282 	
4 	-747102 	
4.4 	979033 	
4.8 	-1.17021e+06 	
5.2 	1.31077e+06 	
5.6 	-1.39286e+06 	


-1 	3.8 	
0 	-2.07718e+06 	
0.4 	2.01038e+06 	
0.8 	-1.85315e+06 	
1.2 	1.61425e+06 	
1.6 	-1.3063e+06 	
2 	944324 	
2.4 	-544559 	
2.8 	123559 	
3.2 	302175 	
3.6 	-716188 	
4 	1.10197e+06 	
4.4 	-1.44308e+06 	
4.8 	1.72368e+06 	
5.2 	-1.92961e+06 	
5.6 	2.04972e+06 	


-1 	3.9 	
0 	3.05686e+06 	
0.4 	-2.95905e+06 	
0.8 	2.72868e+06 	
1.2 	-2.37822e+06 	
1.6 	1.92569e+06 	
2 	-1.39287e+06 	
2.4 	803566 	
2.8 	-182380 	
3.2 	-445937 	
3.6 	1.05664e+06 	
4 	-1.62503e+06 	
4.4 	2.1268e+06 	
4.8 	-2.53885e+06 	
5.2 	2.84078e+06 	
5.6 	-3.01668e+06 	


-1 	4 	
0 	-4.49904e+06 	
0.4 	4.35573e+06 	
0.8 	-4.01796e+06 	
1.2 	3.50353e+06 	
1.6 	-2.83835e+06 	
2 	2.054e+06 	
2.4 	-1.18542e+06 	
2.8 	269113 	
3.2 	657896 	
3.6 	-1.55852e+06 	
4 	2.39591e+06 	
4.4 	-3.13413e+06 	
4.8 	3.73945e+06 	
5.2 	-4.1824e+06 	
5.6 	4.44019e+06 	


-1 	4.1 	
0 	6.62221e+06 	
0.4 	-6.41206e+06 	
0.8 	5.91653e+06 	
1.2 	-5.16108e+06 	
1.6 	4.18305e+06 	
2 	-3.02836e+06 	
2.4 	1.7483e+06 	
2.8 	-396981 	
3.2 	-970351 	
3.6 	2.29826e+06 	
4 	-3.53188e+06 	
4.4 	4.61813e+06 	
4.8 	-5.50769e+06 	
5.2 	6.15787e+06 	
5.6 	-6.53595e+06 	


-1 	4.2 	
0 	-9.74806e+06 	
0.4 	9.43973e+06 	
0.8 	-8.71234e+06 	
1.2 	7.6025e+06 	
1.6 	-6.16416e+06 	
2 	4.46418e+06 	
2.4 	-2.57791e+06 	
2.8 	585464 	
3.2 	1.43088e+06 	
3.6 	-3.38846e+06 	
4 	5.20571e+06 	
4.4 	-6.80426e+06 	
4.8 	8.11192e+06 	
5.2 	-9.06674e+06 	
5.6 	9.62154e+06 	


-1 	4.3 	
0 	1.43503e+07 	
0.4 	-1.38977e+07 	
0.8 	1.28295e+07 	
1.2 	-1.11984e+07 	
1.6 	9.08272e+06 	
2 	-6.57984e+06 	
2.4 	3.80051e+06 	
2.8 	-863257 	
3.2 	-2.10959e+06 	
3.6 	4.99499e+06 	
4 	-7.67188e+06 	
4.4 	1.00246e+07 	
4.8 	-1.19474e+07 	
5.2 	1.33501e+07 	
5.6 	-1.41646e+07 	


-1 	4.4 	
0 	-2.11265e+07 	
0.4 	2.04618e+07 	
0.8 	-1.88924e+07 	
1.2 	1.64947e+07 	
1.6 	-1.33821e+07 	
2 	9.69697e+06 	
2.4 	-5.60206e+06 	
2.8 	1.27263e+06 	
3.2 	3.10973e+06 	
3.6 	-7.36217e+06 	
4 	1.13052e+07 	
4.4 	-1.47682e+07 	
4.8 	1.7596e+07 	
5.2 	-1.96575e+07 	
5.6 	2.08539e+07 	


-1 	4.5 	
0 	3.11039e+07 	
0.4 	-3.01273e+07 	
0.8 	2.78209e+07 	
1.2 	-2.42953e+07 	
1.6 	1.97153e+07 	
2 	-1.42893e+07 	
2.4 	8.25652e+06 	
2.8 	-1.87587e+06 	
3.2 	-4.58339e+06 	
3.6 	1.08499e+07 	
4 	-1.66578e+07 	
4.4 	2.17553e+07 	
4.8 	-2.59151e+07 	
5.2 	2.89456e+07 	
5.6 	-3.07035e+07 	


-1 	4.6 	
0 	-4.57952e+07 	
0.4 	4.43599e+07 	
0.8 	-4.09693e+07 	
1.2 	3.5784e+07 	
1.6 	-2.90442e+07 	
2 	2.10547e+07 	
2.4 	-1.21674e+07 	
2.8 	2.76467e+06 	
3.2 	6.7546e+06 	
3.6 	-1.59882e+07 	
4 	2.45427e+07 	
4.4 	-3.20468e+07 	
4.8 	3.81668e+07 	
5.2 	-4.2623e+07 	
5.6 	4.52068e+07 	


-1 	4.7 	
0 	6.7428e+07 	
0.4 	-6.53178e+07 	
0.8 	6.03322e+07 	
1.2 	-5.27045e+07 	
1.6 	4.27853e+07 	
2 	-3.10209e+07 	
2.4 	1.7929e+07 	
2.8 	-4.07416e+06 	
3.2 	-9.95335e+06 	
3.6 	2.35578e+07 	
4 	-3.61576e+07 	
4.4 	4.72051e+07 	
4.8 	-5.62104e+07 	
5.2 	6.27643e+07 	
5.6 	-6.65631e+07 	


-1 	4.8 	
0 	-9.92826e+07 	
0.4 	9.61796e+07 	
0.8 	-8.8847e+07 	
1.2 	7.76246e+07 	
1.6 	-6.30247e+07 	
2 	4.57016e+07 	
2.4 	-2.64167e+07 	
2.8 	6.00332e+06 	
3.2 	1.46656e+07 	
3.6 	-3.47088e+07 	
4 	5.32663e+07 	
4.4 	-6.95312e+07 	
4.8 	8.27835e+07 	
5.2 	-9.24245e+07 	
5.6 	9.8011e+07 	


-1 	4.9 	
0 	1.4619e+08 	
0.4 	-1.41626e+08 	
0.8 	1.30839e+08 	
1.2 	-1.14326e+08 	
1.6 	9.28351e+07 	
2 	-6.73263e+07 	
2.4 	3.89198e+07 	
2.8 	-8.84523e+06 	
3.2 	-2.16073e+07 	
3.6 	5.11346e+07 	
4 	-7.84666e+07 	
4.4 	1.02414e+08 	
4.8 	-1.21918e+08 	
5.2 	1.36103e+08 	
5.6 	-1.4432e+08 	
