-1 	0 	0 	
0 	0 	1.08039 	
0 	0.4 	1.10164 	
0 	0.8 	1.83662 	
0 	1.2 	1.07886 	
0 	1.6 	1.10215 	
0 	2 	1.2925 	
0 	2.4 	1.23399 	
0 	2.8 	1.42661 	
0 	3.2 	0.879236 	
0 	3.6 	1.21707 	
0 	4 	1.13851 	
0 	4.4 	0.635252 	
0 	4.8 	1.15508 	
0 	5.2 	1.3599 	
0 	5.6 	1.49692 	
0.4 	0 	1.16079 	
0.4 	0.4 	1.08799 	
0.4 	0.8 	1.54727 	
0.4 	1.2 	1.29566 	
0.4 	1.6 	0.774019 	
0.4 	2 	1.14568 	
0.4 	2.4 	1.56806 	
0.4 	2.8 	1.78036 	
0.4 	3.2 	0.381469 	
0.4 	3.6 	1.54727 	
0.4 	4 	0.536551 	
0.4 	4.4 	1.01878 	
0.4 	4.8 	1.65558 	
0.4 	5.2 	1.57754 	
0.4 	5.6 	1.17553 	
0.8 	0 	1.07886 	
0.8 	0.4 	1.13487 	
0.8 	0.8 	1.29218 	
0.8 	1.2 	1.54257 	
0.8 	1.6 	1.04585 	
0.8 	2 	1.27156 	
0.8 	2.4 	1.83832 	
0.8 	2.8 	1.96926 	
0.8 	3.2 	0.635252 	
0.8 	3.6 	1.68707 	
0.8 	4 	1.07593 	
0.8 	4.4 	1.59374 	
0.8 	4.8 	1.50798 	
0.8 	5.2 	1.33006 	
0.8 	5.6 	1.00248 	
1.2 	0 	1.06803 	
1.2 	0.4 	1.15689 	
1.2 	0.8 	1.65558 	
1.2 	1.2 	1.65254 	
1.2 	1.6 	0.66173 	
1.2 	2 	1.06774 	
1.2 	2.4 	1.8934 	
1.2 	2.8 	1.76722 	
1.2 	3.2 	1.48067 	
1.2 	3.6 	1.14568 	
1.2 	4 	0.90834 	
1.2 	4.4 	1.73229 	
1.2 	4.8 	1.06774 	
1.2 	5.2 	0.888297 	
1.2 	5.6 	1.13937 	
1.6 	0 	1.23399 	
1.6 	0.4 	1.06429 	
1.6 	0.8 	1.81277 	
1.6 	1.2 	1.83832 	
1.6 	1.6 	0.91712 	
1.6 	2 	0.510063 	
1.6 	2.4 	1.70821 	
1.6 	2.8 	1.5126 	
1.6 	3.2 	1.49692 	
1.6 	3.6 	0.953737 	
1.6 	4 	1.37135 	
1.6 	4.4 	1.00248 	
1.6 	4.8 	1.08671 	
1.6 	5.2 	0.822627 	
1.6 	5.6 	1.04763 	
2 	0 	1.16166 	
2 	0.4 	1.16079 	
2 	0.8 	1.41246 	
2 	1.2 	1.67736 	
2 	1.6 	1.06803 	
2 	2 	0.499559 	
2 	2.4 	1.28974 	
2 	2.8 	1.16166 	
2 	3.2 	1.25241 	
2 	3.6 	0.381469 	
2 	4 	1.13529 	
2 	4.4 	0.516374 	
2 	4.8 	1.48067 	
2 	5.2 	1.25497 	
2 	5.6 	1.25809 	
2.4 	0 	1.21707 	
2.4 	0.4 	1.49413 	
2.4 	0.8 	1.15453 	
2.4 	1.2 	1.68707 	
2.4 	1.6 	1.13023 	
2.4 	2 	0.981776 	
2.4 	2.4 	0.953737 	
2.4 	2.8 	1.83662 	
2.4 	3.2 	1.35869 	
2.4 	3.6 	0.891073 	
2.4 	4 	1.29218 	
2.4 	4.4 	0.781473 	
2.4 	4.8 	1.81434 	
2.4 	5.2 	1.81277 	
2.4 	5.6 	1.29977 	
2.8 	0 	1.13529 	
2.8 	0.4 	1.29566 	
2.8 	0.8 	1.5376 	
2.8 	1.2 	1.42457 	
2.8 	1.6 	1.65254 	
2.8 	2 	1.28036 	
2.8 	2.4 	0.920999 	
2.8 	2.8 	1.67736 	
2.8 	3.2 	1.44686 	
2.8 	3.6 	1.01878 	
2.8 	4 	1.42457 	
2.8 	4.4 	1.53943 	
2.8 	4.8 	1.73229 	
2.8 	5.2 	1.09712 	
2.8 	5.6 	0.766849 	
3.2 	0 	1.15508 	
3.2 	0.4 	1.13023 	
3.2 	0.8 	1.62257 	
3.2 	1.2 	1.50798 	
3.2 	1.6 	2.1113 	
3.2 	2 	0.98365 	
3.2 	2.4 	1.08671 	
3.2 	2.8 	1.2925 	
3.2 	3.2 	0.803737 	
3.2 	3.6 	1.81434 	
3.2 	4 	1.27156 	
3.2 	4.4 	1.59012 	
3.2 	4.8 	1.37644 	
3.2 	5.2 	0.510063 	
3.2 	5.6 	0.74945 	
3.6 	0 	1.25497 	
3.6 	0.4 	1.56806 	
3.6 	0.8 	1.24707 	
3.6 	1.2 	1.09712 	
3.6 	1.6 	1.8934 	
3.6 	2 	0.937885 	
3.6 	2.4 	1.19818 	
3.6 	2.8 	1.28974 	
3.6 	3.2 	0.61762 	
3.6 	3.6 	1.17553 	
3.6 	4 	0.920999 	
3.6 	4.4 	1.09331 	
3.6 	4.8 	1.13937 	
3.6 	5.2 	1.19818 	
